cod_item,cod_item_pai,nome,situacao,maior_cod_item_pai
11471,11467,"OMISSAO NO RECEBIMENTO E REGISTRO DE PROTESTOS, BEM COMO, DE SUA REMESSA A INSTANCIA SUPERIOR",A,11428
11472,11467,FALSIFICACAO OU ALTERACAO DE DOCUMENTO PUBLICO PARA FINS ELEITORAIS,A,11428
11473,11467,FALSIDADE IDEOLOGICA,A,11428
11474,11467,RECONHECIMENTO INDEVIDO DE FIRMA OU LETRAS PARA FINS ELEITORAIS,A,11428
11475,11467,USO DE DOCUMENTO FALSO PARA FINS ELEITORAIS,A,11428
11476,11467,OBTENCAO DE DOCUMENTO FALSO PARA FINS ELEITORAIS,A,11428
11477,11467,OMISSAO DA ENTREGA DO BOLETIM DE URNA,A,11428
11478,11467,OBTENCAO DE ACESSO A SISTEMA DE DADOS ELEITORAIS,A,11428
11479,11467,DESTRUICAO DE DADOS ELEITORAIS,A,11428
11480,11467,CERCEAMENTO DA FISCALIZACAO PARTIDARIA,A,11428
11481,11467,RECUSA DE ENTREGA DE BOLETIM,A,11428
11482,11429,CRIMES CONTRA A PROPAGANDA ELEITORAL,A,11428
11483,11482,DIVULGACAO DE FATOS INVERIDICOS NA PROPAGANDA ELEITORAL,A,11428
11484,11482,CALUNIA NA PROPAGANDA ELEITORAL,A,11428
11485,11482,DIVULGACAO DE FALSA IMPUTACAO,A,11428
11486,11482,DIFAMACAO NA PROPAGANDA ELEITORAL,A,11428
11487,11482,INJURIA NA PROPAGANDA ELEITORAL,A,11428
11488,11482,INJURIA ELEITORAL VIOLENTA,A,11428
11489,11482,"INUTILIZACAO, ALTERACAO OU PERTURBACAO DE PROPAGANDA",A,11428
11490,11482,IMPEDIMENTO DO EXERCICIO DA PROPAGANDA,A,11428
11491,11482,UTILIZACAO DE ORGANIZACAO COMERCIAL PARA PROPAGANDA OU ALICIAMENTO DE ELEITORES,A,11428
11492,11482,REALIZACAO DE PROPAGANDA ELEITORAL EM LINGUA ESTRANGEIRA,A,11428
11493,11482,PARTICIPACAO DE PESSOA NAO DETENTORA DE DIREITOS POLITICOS EM ATIVIDADES PARTIDARIAS E DE PROPAGANDA ELEITORAL,A,11428
11494,11482,AUTORIZACAO DE TRANSMISSAO DE PESSOA NAO DETENTORA DE DIREITOS POLITICOS EM ATIVIDADES PARTIDARIAS E DE PROPAGANDA ELEITORAL,A,11428
11495,11482,PESQUISA FRAUDULENTA,A,11428
11496,11482,"USO, NA PROPAGANDA ELEITORAL, DE SIMBOLO DE ORGAOS DE GOVERNO",A,11428
11497,11429,CRIMES CONTRA O SIGILO OU O EXERCICIO DO VOTO,A,11428
11498,11497,RETENCAO DE TITULO ELEITORAL OU DO COMPROVANTE DE ALISTAMENTO ELEITORAL,A,11428
11499,11497,IMPEDIMENTO OU EMBARACO AO EXERCICIO DO SUFRAGIO,A,11428
11500,11497,"PRISAO OU DETENCAO DO ELEITOR, MEMBRO DE MESA RECEPTORA, FISCAL, DELEGADO DE PARTIDO OU CANDIDATO, FORA DAS HIPOTESES LEGAIS PERMITIDAS",A,11428
11501,11497,CORRUPCAO ELEITORAL,A,11428
11502,11497,COACAO VISANDO A OBTENCAO DE VOTO OU A SUA ABSTENCAO,A,11428
11503,11497,VIOLENCIA OU GRAVE AMEACA VISANDO A OBTENCAO DE VOTO OU A SUA ABSTENCAO,A,11428
11504,11497,CONCENTRACAO DE ELEITORES PARA EMBARACAR OU FRAUDAR O EXERCICIO DO VOTO,A,11428
11505,11497,FORNECIMENTO AO ELEITOR DE CEDULA OFICIAL JA ASSINALADA OU MARCADA,A,11428
11506,11497,FORNECIMENTO DE CEDULA ELEITORAL RUBRICADA A DESTEMPO,A,11428
11507,11497,VOTACAO MULTIPLA OU REALIZADA EM LUGAR DE OUTREM,A,11428
11508,11497,VIOLACAO DO SIGILO DO VOTO,A,11428
11509,11497,VIOLACAO DO SIGILO DA URNA OU DOS INVOLUCROS,A,11428
11510,11497,"DESTRUICAO, SUPRESSAO OU OCULTACAO DE URNA CONTENDO VOTOS OU DOCUMENTOS ELEITORAIS",A,11428
11511,11497,DESTRUICAO DE RELACAO DE CANDIDATOS,A,11428
11512,11497,USO PROIBIDO DE ALTO-FALANTES,A,11428
11513,11497,ARREGIMENTACAO DE ELEITOR OU BOCA DE URNA,A,11428
11514,11497,DIVULGACAO DE PROPAGANDA ELEITORAL NO DIA DA ELEICAO,A,11428
11515,11497,RETENCAO DE TITULO OU COMPROVANTE DE ALISTAMENTO ELEITORAL,A,11428
11516,11497,SUBSCRICAO DE MAIS DE UMA FICHA DE FILIACAO PARTIDARIA,I,11428
11517,11429,CRIMES CONTRA OS PARTIDOS POLITICOS,A,11428
11518,11517,SUBSCRICAO DE MAIS DE UMA FICHA DE FILIACAO PARTIDARIA,A,11428
11519,11517,INSCRICAO SIMULTANEA EM DOIS OU MAIS PARTIDOS,A,11428
11520,11517,COLETA DE ASSINATURA EM MAIS DE UMA FICHA DE REGISTRO PARTIDARIO,A,11428
11521,11517,PRETERICAO A PRIORIDADE POSTAL,A,11428
11522,11517,ARGUICAO DE INELIGIBILIDADE TEMERARIA OU DE MA-FE,A,11428
11523,11517,NAO-ACESSO DOS PARTIDOS AOS DADOS RELATIVOS AS PESQUISAS ELEITORAIS,A,11428
11524,11517,IRREGULARIDADES DOS DADOS PUBLICADOS EM PESQUISAS ELEITORAIS,A,11428
11557,11428,ADMINISTRACAO DA JUSTICA ELEITORAL,A,11428
11558,11557,CONDUTA VEDADA A AGENTE PUBLICO,I,11428
11559,11557,IMPROBIDADE ADMINISTRATIVA,A,11428
11560,11557,DESCUMPRIMENTO DE PRAZOS ELEITORAIS,A,11428
11561,11557,GARANTIA DE AUTORIDADE DE DECISAO DO TRIBUNAL,A,11428
11562,11557,MAGISTRADO,A,11428
11563,11562,AFASTAMENTO DE MAGISTRADO,A,11428
11564,11562,DESIGNACAO DE JUIZ ELEITORAL,A,11428
11565,11562,LISTA TRIPLICE,A,11428
11566,11557,SERVIDOR,A,11428
11567,11566,CONCURSO PUBLICO,A,11428
11568,11566,REMOCAO DE SERVIDOR,A,11428
11569,11566,REQUISICAO,A,11428
11570,11569,REQUISICAO DE SERVIDOR,A,11428
11571,11569,REQUISICAO DE SERVIDOR - RENOVACAO DE REQUISICAO DE SERVIDOR,A,11428
11572,11557,MINUTA DE RESOLUCAO,A,11428
11573,11557,REQUISICAO DE FORCA FEDERAL,A,11428
11574,11428,ALISTAMENTO ELEITORAL,A,11428
11575,11574,ALISTAMENTO ELEITORAL - CANCELAMENTO,A,11428
11576,11574,ALISTAMENTO ELEITORAL - DOMICILIO ELEITORAL,A,11428
11577,11574,ALISTAMENTO ELEITORAL - DUPLICIDADE/PLURALIDADE,A,11428
11578,11574,ALISTAMENTO ELEITORAL - EXCLUSAO,A,11428
11579,11574,ALISTAMENTO ELEITORAL - INSCRICAO ELEITORAL,A,11428
11580,11574,IMPUGNACAO - ALISTAMENTO ELEITORAL,I,11428
11581,11580,IMPUGNACAO - INSCRICAO ELEITORAL,I,11428
11582,11580,IMPUGNACAO - TRANSFERENCIA DE DOMICILIO ELEITORAL,I,11428
11583,11428,ELEICOES,A,11428
11584,11583,CANDIDATOS,A,11428
11585,11584,CONDICAO DE ELEGIBILIDADE,A,11428
11586,11585,CONDICAO DE ELEGIBILIDADE - ALISTAMENTO ELEITORAL,A,11428
11587,11585,CONDICAO DE ELEGIBILIDADE - DOMICILIO ELEITORAL NA CIRCUNSCRICAO,A,11428
11588,11585,CONDICAO DE ELEGIBILIDADE - IDADE MINIMA,A,11428
11589,11585,CONDICAO DE ELEGIBILIDADE - FILIACAO PARTIDARIA,A,11428
11590,11585,CONDICAO DE ELEGIBILIDADE - NACIONALIDADE BRASILEIRA,A,11428
11591,11585,CONDICAO DE ELEGIBILIDADE - PLENO EXERCICIO DOS DIREITOS POLITICOS,A,11428
11592,11585,CONDICAO DE ELEGIBILIDADE - QUITACAO ELEITORAL,A,11428
11593,11584,DIREITO DE RESPOSTA,A,11428
11594,11584,IDENTIFICACAO NUMERICA DE CANDIDATO,A,11428
11595,11584,INELEGIBILIDADE,A,11428
11596,11595,INELEGIBILIDADE - ABUSO DO PODER ECONOMICO OU POLITICO,A,11428
11597,11595,INELEGIBILIDADE - ANALFABETISMO,A,11428
11598,11595,INELEGIBILIDADE - CONDENACAO CRIMINAL POR ORGAO COLEGIADO OU TRANSITADA EM JULGADO,A,11428
11599,11595,INELEGIBILIDADE - DECLARACAO DE INDIGNIDADE OU DE INCOMPATIBILIDADE COM O OFICIALATO,A,11428
11600,11595,INELEGIBILIDADE - DESINCOMPATIBILIZACAO,A,11428
11601,11595,INELEGIBILIDADE - INALISTAVEL,A,11428
11602,11595,INELEGIBILIDADE - PARENTESCO,A,11428
11603,11595,INELEGIBILIDADE - REELEICAO,A,11428
11604,11595,INELEGIBILIDADE - REJEICAO DE CONTAS PUBLICAS,A,11428
11605,11595,INELEGIBILIDADE - REPRESENTACAO OU ACAO DE INVESTIGACAO JUDICIAL ELEITORAL JUGADA PROCEDENTE PELA JUSTICA ELEITORAL,A,11428
11606,11595,INELEGIBILIDADE - TERCEIRO MANDATO,A,11428
11607,11595,INELEGIBILIDADE - VIDA PREGRESSA,A,11428
11608,11595,INELEGIBILIDADE - VINCULO AFETIVO,A,11428
11609,11595,INELEGIBILIDADE - VINCULO CONJUGAL,A,11428
11610,11595,INELEGIBILIDADE - VINCULO EM UNIAO ESTAVEL,A,11428
11611,11584,NOME DO CANDIDATO,A,11428
11612,11611,NOME DO CANDIDATO - HOMONIMIA,A,11428
11613,11611,NOME DO CANDIDATO - VARIACAO NOMINAL,A,11428
11614,11584,PRESTACAO DE CONTAS - DE CANDIDATO,I,11428
11615,11584,REGISTRO DE CANDIDATURA,A,11428
11616,11615,IMPUGNACAO AO REGISTRO DE CANDIDATURA,A,11428
11617,11615,REGISTRO DE CANDIDATURA - PREENCHIMENTO DE VAGA REMANESCENTE,A,11428
11618,11615,REGISTRO DE CANDIDATURA - RRC - CANDIDATO,A,11428
11619,11615,REGISTRO DE CANDIDATURA - RRCI - CANDIDATO INDIVIDUAL,A,11428
11620,11615,REGISTRO DE CANDIDATURA - SUBSTITUICAO DE CANDIDATO,A,11428
11621,11620,REGISTRO DE CANDIDATURA - SUBSTITUICAO DE CANDIDATO - POR CANCELAMENTO DE REGISTRO,A,11428
11622,11620,REGISTRO DE CANDIDATURA - SUBSTITUICAO DE CANDIDATO - POR CASSACAO DE REGISTRO,A,11428
11623,11620,REGISTRO DE CANDIDATURA - SUBSTITUICAO DE CANDIDATO - POR EXPULSAO PARTIDARIA,A,11428
11624,11620,REGISTRO DE CANDIDATURA - SUBSTITUICAO DE CANDIDATO - POR FALECIMENTO,A,11428
11625,11620,REGISTRO DE CANDIDATURA - SUBSTITUICAO DE CANDIDATO - POR INDEFERIMENTO DE REGISTRO,A,11428
11626,11620,REGISTRO DE CANDIDATURA - SUBSTITUICAO DE CANDIDATO - POR INELIGIBILIDADE,A,11428
11627,11620,REGISTRO DE CANDIDATURA - SUBSTITUICAO DE CANDIDATO - POR RENUNCIA,A,11428
11628,11583,CARGOS,A,11428
11629,11628,CARGO - DEPUTADO DISTRITAL,A,11428
11630,11628,CARGO - DEPUTADO ESTADUAL,A,11428
11631,11628,CARGO - DEPUTADO FEDERAL,A,11428
11632,11628,CARGO - GOVERNADOR,A,11428
11633,11628,CARGO - PREFEITO,A,11428
11634,11628,CARGO - PRESIDENTE DA REPUBLICA,A,11428
11635,11628,CARGO - PRIMEIRO SUPLENTE DE SENADOR,A,11428
11636,11628,CARGO - SEGUNDO SUPLENTE DE SENADOR,A,11428
11637,11628,CARGO - SENADOR,A,11428
11638,11628,CARGO - VEREADOR,A,11428
11639,11628,CARGO - VICE-GOVERNADOR,A,11428
11640,11628,CARGO - VICE-PREFEITO,A,11428
11641,11628,CARGO - VICE-PRESIDENTE DA REPUBLICA,A,11428
11642,11583,ELEICOES - 1DEG TURNO,A,11428
11643,11583,ELEICOES - 2DEG TURNO,A,11428
11644,11583,ELEICOES - ANULACAO DE ELEICOES,A,11428
11645,11583,ELEICOES - ELEICAO MAJORITARIA,A,11428
11646,11583,ELEICOES - ELEICAO PROPORCIONAL,A,11428
11647,11583,ELEICOES - ELEICAO SUPLEMENTAR,A,11428
11648,11583,PESQUISA ELEITORAL,A,11428
11649,11648,PESQUISA ELEITORAL - DIVULGACAO DE PESQUISA ELEITORAL FRAUDULENTA,A,11428
11650,11648,PESQUISA ELEITORAL - DIVULGACAO DE PESQUISA ELEITORAL SEM PREVIO REGISTRO,A,11428
11651,11648,PESQUISA ELEITORAL - REGISTRO DE PESQUISA ELEITORAL,A,11428
11652,11583,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL,A,11428
11653,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - ADESIVO,A,11428
11654,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - ALTO-FALANTE/AMPLIFICADOR DE SOM,A,11428
11655,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - BANNER/CARTAZ/FAIXA,A,11428
11656,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - BEM PARTICULAR,A,11428
11657,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - BEM PARTICULAR DE USO COMUM,A,11428
11658,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - BEM PUBLICO,A,11428
11659,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - BEM TOMBADO,A,11428
11660,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - BOCA DE URNA,A,11428
11661,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - CAVALETE,A,11428
11662,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - COMICIO/SHOWMICIO,A,11428
11663,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - CONDUTA VEDADA A EMISSORA DE RADIO/TELEVISAO NA PROGRAMACAO NORMAL,A,11428
11664,11652,"PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - CONFECCAO, UTILIZACAO OU DISTRIBUICAO DE BRINDE",A,11428
11665,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - CONTRARIEDADE A LEI DE POSTURA MUNICIPAL,A,11428
11666,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - DEBATE POLITICO,A,11428
11667,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - EXTEMPORANEA/ANTECIPADA,A,11428
11668,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - FOLHETOS/VOLANTES/SANTINHOS/IMPRESSOS,A,11428
11669,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - HORARIO ELEITORAL GRATUITO,A,11428
11670,11669,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - DISTRIBUICAO DE TEMPO DE PROPAGANDA,A,11428
11671,11669,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - HORARIO ELEITORAL GRATUITO/INSERCOES DE PROPAGANDA,A,11428
11672,11669,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - HORARIO ELEITORAL GRATUITO/PROGRAMA EM BLOCO,A,11428
11673,11669,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - RADIO,A,11428
11674,11669,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - RADIO COMUNITARIA,A,11428
11675,11669,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - TELEVISAO,A,11428
11676,11669,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - INVASAO DE HORARIO DESTINADO A OUTRO CARGO/PARTIDO/COLIGACAO,A,11428
11677,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - IMPRENSA ESCRITA - JORNAL/REVISTA/TABLOIDE,A,11428
11678,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - INOBSERVANCIA DO LIMITE LEGAL,A,11428
11679,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - INTERNET,A,11428
11680,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - OMISSAO DE INFORMACOES OBRIGATORIAS,A,11428
11681,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - OUTDOORS,A,11428
11682,11652,PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - PINTURA EM MURO,A,11428
11683,11652,"PROPAGANDA POLITICA - PROPAGANDA ELEITORAL - TRUNCAGEM, MONTAGEM, UTILIZACAO DE GRAVACAO EXTERNA, COMPUTACAO GRAFICA, DESENHO ANIMADO OU EFEITO ESPECIAL",A,11428
11684,11583,RECURSOS FINANCEIROS DE CAMPANHA ELEITORAL,A,11428
11685,11684,CAPTACAO OU GASTO ILICITO DE RECURSOS FINANCEIROS DE CAMPANHA ELEITORAL,I,11428
11686,11684,COMITE FINANCEIRO,A,11428
11687,11686,PRESTACAO DE CONTAS - DE COMITE FINANCEIRO,I,11428
11688,11686,REGISTRO DE COMITE FINANCEIRO,A,11428
11689,11688,REGISTRO DE COMITE FINANCEIRO - ELEICAO MAJORITARIA,A,11428
11690,11688,REGISTRO DE COMITE FINANCEIRO - ELEICAO PROPORCIONAL,A,11428
11691,11688,REGISTRO DE COMITE FINANCEIRO - UNICO,A,11428
11692,11684,CONTAS,A,11428
11693,11692,CONTAS - APRESENTACAO DE CONTAS,A,11428
11694,11693,CONTAS - APROVACAO,A,11428
11695,11694,CONTAS - APROVACAO DAS CONTAS,A,11428
11696,11694,CONTAS - APROVACAO DAS CONTAS COM RESSALVAS,A,11428
11697,11693,CONTAS - DESAPROVACAO/REJEICAO DAS CONTAS,A,11428
11698,11692,CONTAS - NAO APRESENTACAO DAS CONTAS,A,11428
11699,11684,DOACAO DE RECURSOS ACIMA DO LIMITE LEGAL,A,11428
11700,11699,DOACAO DE RECURSOS ACIMA DO LIMITE LEGAL - PESSOA FISICA,A,11428
11701,11699,DOACAO DE RECURSOS ACIMA DO LIMITE LEGAL - PESSOA JURIDICA,A,11428
11702,11583,GARANTIAS ELEITORAIS,A,11428
11703,1209,HABEAS CORPUS,A,1209
11704,11703,HABEAS CORPUS - LIBERATORIO,A,1209
11705,11703,HABEAS CORPUS - PREVENTIVO,A,1209
11706,11702,IMPUGNACAO,I,11428
11707,11706,IMPUGNACAO - IDENTIDADE DE ELEITOR ADMITIDO A VOTAR,I,11428
11708,11706,IMPUGNACAO - NOMEACAO DE MEMBRO DA MESA RECEPTORA,I,11428
11709,11706,IMPUGNACAO - NOMEACAO DE MEMBRO DA JUNTA ELEITORAL,I,11428
11710,11706,IMPUGNACAO - SISTEMA ELETRONICO DE VOTACAO,I,11428
11711,11706,IMPUGNACAO - VOTO POR CEDULA,I,11428
11712,11583,REGISTRO DE CANDIDATURA - DRAP - PARTIDO/COLIGACAO,I,11428
11713,11583,RESULTADOS,A,11428
11714,11713,APURACAO/TOTALIZACAO DE VOTOS,A,11428
11715,11713,QUOCIENTE ELEITORAL/PARTIDARIO,A,11428
11716,11583,TRANSGRESSOES ELEITORAIS,A,11428
11717,11716,ABUSO,A,11428
11718,11717,ABUSO - DE PODER ECONOMICO,A,11428
11719,11717,ABUSO - DE PODER POLITICO/AUTORIDADE,A,11428
11720,11717,ABUSO - USO INDEVIDO DE MEIO DE COMUNICACAO SOCIAL,A,11428
11721,11716,CAPTACAO ILICITA DE SUFRAGIO,A,11428
11722,11716,CORRUPCAO OU FRAUDE,A,11428
11723,11716,PROPAGANDA POLITICA - PROPAGANDA INSTITUCIONAL,A,11428
11724,11428,DIPLOMACAO,A,11428
11725,11428,DIREITOS POLITICOS,A,11428
11726,11725,DIREITOS POLITICOS - PERDA DOS DIREITOS POLITICOS,A,11428
11727,11725,DIREITOS POLITICOS - RESTABELECIMENTO DOS DIREITOS POLITICOS,A,11428
11728,11725,DIREITOS POLITICOS - SUSPENSAO DE DIREITOS POLITICOS,A,11428
11729,11428,EXECUCAO,A,11428
11730,11729,EXECUCAO - DE ASTREINTES,A,11428
11731,11729,EXECUCAO - DE MULTA ELEITORAL,A,11428
11732,11729,EXECUCAO DE JULGADO,A,11428
11733,11428,GARANTIAS PROCESSUAIS,A,11428
11734,11733,CAUTELAR INOMINADA,A,11428
11735,11734,CAUTELAR INOMINADA - DE BUSCA E APREENSAO,A,11428
11736,11734,CAUTELAR INOMINADA - DE PRODUCAO ANTECIPADA DE PROVAS,A,11428
11737,11734,CAUTELAR INOMINADA - INCIDENTAL,A,11428
11738,11734,CAUTELAR INOMINADA - PREPARATORIA,A,11428
11739,11733,EXCECAO,A,11428
11740,11739,EXCECAO - DE COISA JULGADA,A,11428
11741,11739,EXCECAO - DE ILEGITIMIDADE DE PARTE,A,11428
11742,11739,EXCECAO - DE IMPEDIMENTO,A,11428
11743,11739,EXCECAO - DE INCOMPETENCIA,A,11428
11744,11739,EXCECAO - DE LITISPENDENCIA,A,11428
11745,11739,EXCECAO - DE PRE-EXECUTIVIDADE,A,11428
11746,11739,EXCECAO - DE SUSPEICAO,A,11428
11747,11428,PARTIDOS POLITICOS,A,11428
11748,11747,ALTERACAO ESTATUTARIA DE PARTIDO POLITICO EM MATERIA ADMINISTRATIVA,A,11428
11749,11747,COLIGACAO PARTIDARIA,A,11428
11750,11749,COLIGACAO PARTIDARIA - MAJORITARIA,A,11428
11751,11749,COLIGACAO PARTIDARIA - MAJORITARIA E PROPORCIONAL,A,11428
11752,11749,COLIGACAO PARTIDARIA - PROPORCIONAL,A,11428
11753,11747,CONVENCAO PARTIDARIA,A,11428
11754,11747,FILIACAO/DESFILIACAO,A,11428
11755,11754,FILIACAO PARTIDARIA,A,11428
11756,11755,FILIACAO PARTIDARIA - CANCELAMENTO,A,11428
11757,11755,FILIACAO PARTIDARIA - COEXISTENCIA,A,11428
11758,11755,FILIACAO PARTIDARIA - EXCLUSAO,A,11428
11759,11754,DESFILIACAO PARTIDARIA,A,11428
11760,11759,JUSTIFICACAO DE DESFILIACAO PARTIDARIA,A,11428
11761,11759,PERDA DE CARGO ELETIVO POR DESFILIACAO PARTIDARIA,A,11428
11762,11747,FUSAO DE PARTIDOS POLITICOS,I,11428
11763,11747,INCORPORACAO DE PARTIDOS POLITICOS,A,11428
11764,11747,ORGAO DE DIRECAO PARTIDARIA,A,11428
11765,11764,DISSOLUCAO DE ORGAO DE DIRECAO PARTIDARIA,A,11428
11766,11764,PARTIDO POLITICO - ORGAO DE DIRECAO ESTADUAL,A,11428
11767,11764,PARTIDO POLITICO - ORGAO DE DIRECAO MUNICIPAL,A,11428
11768,11764,PARTIDO POLITICO - ORGAO DE DIRECAO NACIONAL,A,11428
11769,11747,PARTIDO POLITICO - COMISSAO PROVISORIA,A,11428
11770,11747,PROPAGANDA POLITICA,A,11428
11771,11770,PROPAGANDA POLITICA - PROPAGANDA INTRAPARTIDARIA,A,11428
11772,11770,PROPAGANDA POLITICA PARTIDARIA,A,11428
11773,11772,PROPAGANDA POLITICA - PROPAGANDA PARTIDARIA,A,11428
11774,11772,VEICULACAO,A,11428
11775,11774,VEICULACAO DE PROPAGANDA PARTIDARIA - EM BLOCO,A,11428
11776,11774,VEICULACAO DE PROPAGANDA PARTIDARIA - EM INSERCOES,A,11428
11777,11428,PLEBISCITO,A,11428
11778,11428,REQUERIMENTO,A,11428
11779,9878,CONTRA O ORDENAMENTO URBANO E O PATRIMONIO CULTURAL,A,9633
11780,3618,CRIMES CONTRA O ORDENAMENTO URBANO E O PATRIMONIO CULTURAL,A,287
11781,8826,OBJETOS DE CARTAS PRECATORIAS CIVEIS/DE ORDEM,A,8826
11782,11781,INTIMACAO,A,8826
11783,11781,CITACAO,A,8826
11784,11781,OITIVA,A,8826
11785,11781,DILIGENCIAS,A,8826
11786,11781,ATOS EXECUTORIOS,A,8826
11797,5874,ENTRADA DE APARELHO TELEFONICO DE COMUNICACAO MOVEL EM ESTABELECIMENTO PRISIONAL,A,287
11802,9985,ORDEM URBANISTICA,A,9985
11803,9985,CONSELHOS,A,9985
11804,4839,PROGRAMAS DE ARRENDAMENTO RESIDENCIAL  PAR,A,899
11805,4839,TABELA PRICE,A,899
11806,7752,EMPRESTIMO CONSIGNADO,A,1156
11807,7752,TARIFAS,A,1156
11808,7771,CAPITALIZACAO E PREVIDENCIA PRIVADA,A,1156
11809,7771,TRANSPORTE AQUAVIARIO,A,1156
11810,1156,DEVER DE INFORMACAO,A,1156
11811,1156,PRATICAS ABUSIVAS,A,1156
11812,1156,OFERTA E PUBLICIDADE,A,1156
11814,7776,TRANSPORTE FERROVIARIO,A,1156
11815,7776,TRANSPORTE RODOVIARIO,A,1156
11816,9964,INFRACOES ADMINISTRATIVAS,A,9633
11817,9964,FUNDOS,A,9633
11818,9964,MEDIDAS DE PROTECAO,A,9633
11819,9964,CLASSIFICACAO INDICATIVA,A,9633
11820,9964,ENTIDADES DE ATENDIMENTO,A,9633
11821,9964,CONSELHOS TUTELARES,A,9633
11822,10110,MINERACAO,A,10110
11823,10110,RESERVA LEGAL,A,10110
11824,10110,RECURSOS HIDRICOS,A,10110
11825,10110,POLUICAO,A,10110
11826,10110,ZONEAMENTO ECOLOGICO E ECONOMICO,A,10110
11827,10110,ZONA COSTEIRA,A,10110
11828,10110,AREA DE PRESERVACAO PERMANENTE,A,10110
11829,10110,PRODUTOS CONTROLADOS / PERIGOSOS,A,10110
11830,10110,PATRIMONIO CULTURAL,A,10110
11831,9985,CONTROLE EXTERNO DA ATIVIDADE POLICIAL,A,9985
11832,11803,CONSELHO DO IDOSO,A,9985
11833,11803,CONSELHO DA COMUNIDADE,A,9985
11834,11803,CONSELHO SOBRE DROGAS,A,9985
11835,11803,CONSELHO DE DIREITOS DA CRIANCA E ADOLESCENTE,A,9985
11836,11802,PARCELAMENTO DO SOLO,A,9985
11837,11802,COMERCIO AMBULANTE,A,9985
11838,11802,OPERACOES URBANAS CONSORCIADAS,A,9985
11839,11802,POSTURAS MUNICIPAIS,A,9985
11840,11802,SEGURANCA EM EDIFICACOES,A,9985
11841,9985,POLITICA AGRICOLA,A,9985
11842,9986,PESSOA IDOSA,A,9985
11843,9986,PESSOAS COM DEFICIENCIA,A,9985
11844,9986,MINORIAS ETNICAS,A,9985
11845,9986,COMUNICACAO SOCIAL,A,9985
11846,9986,MORADIA,A,9985
11847,9986,ASSISTENCIA SOCIAL,A,9985
11848,9986,ALIMENTACAO,A,9985
11849,9986,NAO DISCRIMINACAO,A,9985
11851,10064,TERCEIRIZACAO DO SUS,I,9985
11852,10064,FINANCIAMENTO DO SUS,I,9985
11853,10064,VIGILANCIA SANITARIA E EPIDEMIOLOGICA,I,9985
11854,10064,SAUDE MENTAL,I,9985
11855,10064,CONTROLE SOCIAL E CONSELHOS DE SAUDE,I,9985
11856,10064,HOSPITAIS E OUTRAS UNIDADES DE SAUDE,I,9985
11857,10064,DOACAO E TRANSPLANTE DE ORGAOS; TECIDOS E PARTES DO CORPO HUMANO,I,9985
11858,10288,RECEBIMENTO DE BOLSA DE ESTUDOS,A,9985
11860,7771,PRODUTO IMPROPRIO,A,1156
11861,7771,COMBUSTIVEIS E DERIVADOS,A,1156
11862,10110,SANEAMENTO,A,10110
11863,9985,RESPONSABILIDADE FISCAL,A,9985
11864,1156,IRREGULARIDADE NO ATENDIMENTO,A,1156
11865,1156,VENDAS CASADAS,A,1156
11866,1156,JOGOS / SORTEIOS / PROMOCOES COMERCIAIS,A,1156
11867,6220,PRODUTO IMPROPRIO,A,1156
11868,1156,COMBUSTIVEIS E DERIVADOS,A,1156
11869,10110,SANEAMENTO,I,10110
11870,10089,UTILIZACAO DE BENS PUBLICOS,A,9985
11871,10136,AGENCIAS/ORGAOS DE REGULACAO,A,9985
