endereco_cep,endereco_municipio,endereco_uf,endereco_regiao,endereco_mesorregiao
58398972,REMIGIO,PB,NORDESTE,AGRESTE PARAIBANO
71676185,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
05025001,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
38130000,CAMPO FLORIDO,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
45821072,EUNAPOLIS,BA,NORDESTE,SUL BAIANO
04660000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
62270000,HIDROLANDIA,CE,NORDESTE,NOROESTE CEARENSE
02841010,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
25085008,DUQUE DE CAXIAS,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
88307120,ITAJAI,SC,SUL,VALE DO ITAJAI
40155250,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
39400220,MONTES CLAROS,MG,SUDESTE,NORTE DE MINAS
22710570,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
41720000,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
04105001,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
38400672,UBERLANDIA,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
04618032,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
64001400,TERESINA,PI,NORDESTE,CENTRO NORTE PIAUIENSE
44640000,RIACHAO DO JACUIPE,BA,NORDESTE,NORDESTE BAIANO
68810000,ANAJAS,PA,NORTE,MARAJO
78553030,SINOP,MT,CENTRO-OESTE,NORTE MATO GROSSENSE
56332360,PETROLINA,PE,NORDESTE,SAO FRANCISCO PERNAMBUCANO
04538001,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
13416050,PIRACICABA,SP,SUDESTE,PIRACICABA
06122130,OSASCO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
69018498,MANAUS,AM,NORTE,CENTRO AMAZONENSE
55865000,MACAPARANA,PE,NORDESTE,MATA PERNAMBUCANA
61760907,EUSEBIO,CE,NORDESTE,METROPOLITANA DE FORTALEZA
23595000,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
58753970,TAVARES,PB,NORDESTE,SERTAO PARAIBANO
15385000,ILHA SOLTEIRA,SP,SUDESTE,ARACATUBA
59200000,SANTA CRUZ,RN,NORDESTE,AGRESTE POTIGUAR
13397032,RIO DAS PEDRAS,SP,SUDESTE,PIRACICABA
06327160,CARAPICUIBA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
14780970,BARRETOS,SP,SUDESTE,RIBEIRAO PRETO
22775053,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
82940250,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
47530000,OLIVEIRA DOS BREJINHOS,BA,NORDESTE,CENTRO SUL BAIANO
05435040,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
95735000,ROCA SALES,RS,SUL,CENTRO ORIENTAL RIO GRANDENSE
87020230,MARINGA,PR,SUL,NORTE CENTRAL PARANAENSE
30380403,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
95555000,CAPAO DA CANOA,RS,SUL,METROPOLITANA DE PORTO ALEGRE
38050600,UBERABA,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
46200000,CONDEUBA,BA,NORDESTE,CENTRO SUL BAIANO
89680000,IRANI,SC,SUL,OESTE CATARINENSE
59075040,NATAL,RN,NORDESTE,LESTE POTIGUAR
11700400,PRAIA GRANDE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
01331020,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
35436000,GUARACIABA,MG,SUDESTE,ZONA DA MATA
86046210,LONDRINA,PR,SUL,NORTE CENTRAL PARANAENSE
21020124,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
03224000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
48720000,LAMARAO,BA,NORDESTE,NORDESTE BAIANO
59115574,NATAL,RN,NORDESTE,LESTE POTIGUAR
20770110,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
65066350,SAO LUIS,MA,NORDESTE,NORTE MARANHENSE
31570430,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
15051090,SAO JOSE DO RIO PRETO,SP,SUDESTE,SAO JOSE DO RIO PRETO
85950000,PALOTINA,PR,SUL,OESTE PARANAENSE
62370000,SAO BENEDITO,CE,NORDESTE,NOROESTE CEARENSE
16400553,LINS,SP,SUDESTE,BAURU
66015130,BELEM,PA,NORTE,METROPOLITANA DE BELEM
86602532,ROLANDIA,PR,SUL,NORTE CENTRAL PARANAENSE
89084379,INDAIAL,SC,SUL,VALE DO ITAJAI
21330790,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
73700000,PADRE BERNARDO,GO,CENTRO-OESTE,LESTE GOIANO
84660000,GENERAL CARNEIRO,PR,SUL,SUDESTE PARANAENSE
57820000,MURICI,AL,NORDESTE,LESTE ALAGOANO
85340000,RIO BONITO DO IGUACU,PR,SUL,CENTRO SUL PARANAENSE
18076302,SOROCABA,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
98180000,JOIA,RS,SUL,NOROESTE RIO GRANDENSE
76803870,PORTO VELHO,RO,NORTE,MADEIRA GUAPORE
57048746,MACEIO,AL,NORDESTE,LESTE ALAGOANO
30640070,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
04619000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
81010130,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
75603000,PORTEIRAO,GO,CENTRO-OESTE,SUL GOIANO
06454050,BARUERI,SP,SUDESTE,METROPOLITANA DE SAO PAULO
13167522,ARTUR NOGUEIRA,SP,SUDESTE,CAMPINAS
76365000,SAO LUIZ DO NORTE,GO,CENTRO-OESTE,CENTRO GOIANO
36201143,BARBACENA,MG,SUDESTE,CAMPO DAS VERTENTES
17501441,MARILIA,SP,SUDESTE,MARILIA
16900209,ANDRADINA,SP,SUDESTE,ARACATUBA
06714210,COTIA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
14780010,BARRETOS,SP,SUDESTE,RIBEIRAO PRETO
79500000,PARANAIBA,MS,CENTRO-OESTE,LESTE DE MATO GROSSO DO SUL
50730140,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
59056450,NATAL,RN,NORDESTE,LESTE POTIGUAR
04347010,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
78520000,GUARANTA DO NORTE,MT,CENTRO-OESTE,NORTE MATO GROSSENSE
44850000,MORRO DO CHAPEU,BA,NORDESTE,CENTRO NORTE BAIANO
08563340,POA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
79074073,CAMPO GRANDE,MS,CENTRO-OESTE,CENTRO NORTE DE MATO GROSSO DO SUL
87709020,PARANAVAI,PR,SUL,NOROESTE PARANAENSE
71250125,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
75681538,CALDAS NOVAS,GO,CENTRO-OESTE,SUL GOIANO
09840000,SAO BERNARDO DO CAMPO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
29140830,CARIACICA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
03010000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
18800031,PIRAJU,SP,SUDESTE,ASSIS
83504310,ALMIRANTE TAMANDARE,PR,SUL,METROPOLITANA DE CURITIBA
59020390,NATAL,RN,NORDESTE,LESTE POTIGUAR
08475170,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
49535000,SAO MIGUEL DO ALEIXO,SE,NORDESTE,AGRESTE SERGIPANO
16022100,ARACATUBA,SP,SUDESTE,ARACATUBA
89245000,ARAQUARI,SC,SUL,NORTE CATARINENSE
60440593,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
89824000,BOM JESUS,SC,SUL,OESTE CATARINENSE
16850000,LAVINIA,SP,SUDESTE,ARACATUBA
48914261,JUAZEIRO,BA,NORDESTE,VALE SAO FRANCISCANO DA BAHIA
69315086,BOA VISTA,RR,NORTE,NORTE DE RORAIMA
08900000,GUARAREMA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
85301040,LARANJEIRAS DO SUL,PR,SUL,CENTRO SUL PARANAENSE
89087298,INDAIAL,SC,SUL,VALE DO ITAJAI
74970040,APARECIDA DE GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
82810350,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
58085070,JOAO PESSOA,PB,NORDESTE,MATA PARAIBANA
99300000,SOLEDADE,RS,SUL,NOROESTE RIO GRANDENSE
77670000,DIVINOPOLIS DO TOCANTINS,TO,NORTE,OCIDENTAL DO TOCANTINS
51111040,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
22710561,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
79800003,DOURADOS,MS,CENTRO-OESTE,SUDOESTE DE MATO GROSSO DO SUL
13901135,AMPARO,SP,SUDESTE,CAMPINAS
79730000,GLORIA DE DOURADOS,MS,CENTRO-OESTE,SUDOESTE DE MATO GROSSO DO SUL
13503140,RIO CLARO,SP,SUDESTE,PIRACICABA
04415120,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
80820110,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
26900000,MIGUEL PEREIRA,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
06813015,EMBU DAS ARTES,SP,SUDESTE,METROPOLITANA DE SAO PAULO
13319000,CABREUVA,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
15010090,SAO JOSE DO RIO PRETO,SP,SUDESTE,SAO JOSE DO RIO PRETO
36033318,JUIZ DE FORA,MG,SUDESTE,ZONA DA MATA
12245481,SAO JOSE DOS CAMPOS,SP,SUDESTE,VALE DO PARAIBA PAULISTA
97560000,QUARAI,RS,SUL,SUDOESTE RIO GRANDENSE
13073068,CAMPINAS,SP,SUDESTE,CAMPINAS
88345512,CAMBORIU,SC,SUL,VALE DO ITAJAI
74230150,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
86240000,SAO SEBASTIAO DA AMOREIRA,PR,SUL,NORTE PIONEIRO PARANAENSE
44002000,FEIRA DE SANTANA,BA,NORDESTE,CENTRO NORTE BAIANO
85790000,CAPITAO LEONIDAS MARQUES,PR,SUL,OESTE PARANAENSE
06851280,ITAPECERICA DA SERRA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
30220210,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
11711597,PRAIA GRANDE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
93490273,NOVO HAMBURGO,RS,SUL,METROPOLITANA DE PORTO ALEGRE
88805470,CRICIUMA,SC,SUL,SUL CATARINENSE
30840250,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
95760000,SAO SEBASTIAO DO CAI,RS,SUL,METROPOLITANA DE PORTO ALEGRE
05410000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
71010092,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
64039558,TERESINA,PI,NORDESTE,CENTRO NORTE PIAUIENSE
82840140,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
83405730,COLOMBO,PR,SUL,METROPOLITANA DE CURITIBA
57950000,JAPARATINGA,AL,NORDESTE,LESTE ALAGOANO
58406138,CAMPINA GRANDE,PB,NORDESTE,AGRESTE PARAIBANO
58038491,JOAO PESSOA,PB,NORDESTE,MATA PARAIBANA
05759290,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
14804071,ARARAQUARA,SP,SUDESTE,ARARAQUARA
54771750,CAMARAGIBE,PE,NORDESTE,METROPOLITANA DE RECIFE
78655000,PORTO ALEGRE DO NORTE,MT,CENTRO-OESTE,NORDESTE MATO GROSSENSE
11443530,GUARUJA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
36248000,SANTOS DUMONT,MG,SUDESTE,ZONA DA MATA
88015200,FLORIANOPOLIS,SC,SUL,GRANDE FLORIANOPOLIS
21241100,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
26013730,NOVA IGUACU,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
27276160,VOLTA REDONDA,RJ,SUDESTE,SUL FLUMINENSE
48400000,RIBEIRA DO POMBAL,BA,NORDESTE,NORDESTE BAIANO
22050002,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
27110260,BARRA DO PIRAI,RJ,SUDESTE,SUL FLUMINENSE
24230052,NITEROI,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
68480000,PORTEL,PA,NORTE,MARAJO
75800040,JATAI,GO,CENTRO-OESTE,SUL GOIANO
77760000,COLINAS DO TOCANTINS,TO,NORTE,OCIDENTAL DO TOCANTINS
78135602,VARZEA GRANDE,MT,CENTRO-OESTE,CENTRO SUL MATO GROSSENSE
68373106,ALTAMIRA,PA,NORTE,SUDOESTE PARAENSE
20261140,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
51345260,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
84010050,PONTA GROSSA,PR,SUL,CENTRO ORIENTAL PARANAENSE
95050680,CAXIAS DO SUL,RS,SUL,NORDESTE RIO GRANDENSE
89665000,CAPINZAL,SC,SUL,OESTE CATARINENSE
86170000,SERTANOPOLIS,PR,SUL,NORTE CENTRAL PARANAENSE
54753774,CAMARAGIBE,PE,NORDESTE,METROPOLITANA DE RECIFE
55385000,LAJEDO,PE,NORDESTE,AGRESTE PERNAMBUCANO
70200610,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
96830000,SANTA CRUZ DO SUL,RS,SUL,CENTRO ORIENTAL RIO GRANDENSE
56950000,SAO JOSE DO BELMONTE,PE,NORDESTE,SERTAO PERNAMBUCANO
94495350,VIAMAO,RS,SUL,METROPOLITANA DE PORTO ALEGRE
25870000,COMENDADOR LEVY GASPARIAN,RJ,SUDESTE,CENTRO FLUMINENSE
26086430,NOVA IGUACU,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
35300249,CARATINGA,MG,SUDESTE,VALE DO RIO DOCE
29161131,SERRA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
97585000,SANT ANA DO LIVRAMENTO,RS,SUL,SUDOESTE RIO GRANDENSE
88317020,ITAJAI,SC,SUL,VALE DO ITAJAI
84025000,PONTA GROSSA,PR,SUL,CENTRO ORIENTAL PARANAENSE
35420000,MARIANA,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
81220190,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
75650000,MORRINHOS,GO,CENTRO-OESTE,SUL GOIANO
04836030,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
54440351,JABOATAO DOS GUARARAPES,PE,NORDESTE,METROPOLITANA DE RECIFE
20723230,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
13056460,CAMPINAS,SP,SUDESTE,CAMPINAS
02132000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
20550155,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
18360000,ITAOCA,SP,SUDESTE,ITAPETININGA
13322437,SALTO,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
13505130,RIO CLARO,SP,SUDESTE,PIRACICABA
99900000,GETULIO VARGAS,RS,SUL,NOROESTE RIO GRANDENSE
62750000,ARACOIABA,CE,NORDESTE,NORTE CEARENSE
39400058,MONTES CLAROS,MG,SUDESTE,NORTE DE MINAS
85801020,CASCAVEL,PR,SUL,OESTE PARANAENSE
66833090,BELEM,PA,NORTE,METROPOLITANA DE BELEM
98465000,AMETISTA DO SUL,RS,SUL,NOROESTE RIO GRANDENSE
86060370,LONDRINA,PR,SUL,NORTE CENTRAL PARANAENSE
98010110,CRUZ ALTA,RS,SUL,NOROESTE RIO GRANDENSE
13563673,SAO CARLOS,SP,SUDESTE,ARARAQUARA
44600000,IPIRA,BA,NORDESTE,CENTRO NORTE BAIANO
18185000,PILAR DO SUL,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
05133050,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
29470000,SAO JOSE DO CALCADO,ES,SUDESTE,SUL ESPIRITO SANTENSE
91215340,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
04543011,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
46140000,LIVRAMENTO DE NOSSA SENHORA,BA,NORDESTE,CENTRO SUL BAIANO
88200000,TIJUCAS,SC,SUL,GRANDE FLORIANOPOLIS
38081110,UBERABA,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
21670240,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
18686363,LENCOIS PAULISTA,SP,SUDESTE,BAURU
21221080,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
32010120,CONTAGEM,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
58400097,CAMPINA GRANDE,PB,NORDESTE,AGRESTE PARAIBANO
21745290,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
64000090,TERESINA,PI,NORDESTE,CENTRO NORTE PIAUIENSE
06767390,TABOAO DA SERRA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
04548903,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
78028420,CUIABA,MT,CENTRO-OESTE,CENTRO SUL MATO GROSSENSE
06612060,JANDIRA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
18400970,ITAPEVA,SP,SUDESTE,ITAPETININGA
15765000,SANTANA DA PONTE PENSA,SP,SUDESTE,SAO JOSE DO RIO PRETO
08122140,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
37270000,CAMPO BELO,MG,SUDESTE,OESTE DE MINAS
30580353,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
15355000,GUZOLANDIA,SP,SUDESTE,SAO JOSE DO RIO PRETO
36401339,CONSELHEIRO LAFAIETE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
72405135,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
65302385,SANTA INES,MA,NORDESTE,OESTE MARANHENSE
74303250,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
74705150,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
04753130,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
74450040,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
05616010,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
77635000,RIO SONO,TO,NORTE,ORIENTAL DO TOCANTINS
27521111,RESENDE,RJ,SUDESTE,SUL FLUMINENSE
54780080,CAMARAGIBE,PE,NORDESTE,METROPOLITANA DE RECIFE
86940000,BOM SUCESSO,PR,SUL,NORTE CENTRAL PARANAENSE
13454355,SANTA BARBARA D OESTE,SP,SUDESTE,CAMPINAS
25975365,TERESOPOLIS,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
78043605,CUIABA,MT,CENTRO-OESTE,CENTRO SUL MATO GROSSENSE
88070605,FLORIANOPOLIS,SC,SUL,GRANDE FLORIANOPOLIS
79190000,TERENOS,MS,CENTRO-OESTE,CENTRO NORTE DE MATO GROSSO DO SUL
18195000,CAPELA DO ALTO,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
69099463,MANAUS,AM,NORTE,CENTRO AMAZONENSE
35044080,GOVERNADOR VALADARES,MG,SUDESTE,VALE DO RIO DOCE
42738200,LAURO DE FREITAS,BA,NORDESTE,METROPOLITANA DE SALVADOR
78820000,JACIARA,MT,CENTRO-OESTE,SUDESTE MATO GROSSENSE
59082140,NATAL,RN,NORDESTE,LESTE POTIGUAR
85780000,BOA VISTA DA APARECIDA,PR,SUL,OESTE PARANAENSE
75534040,ITUMBIARA,GO,CENTRO-OESTE,SUL GOIANO
11925000,ILHA COMPRIDA,SP,SUDESTE,LITORAL SUL PAULISTA
75860000,QUIRINOPOLIS,GO,CENTRO-OESTE,SUL GOIANO
83025175,SAO JOSE DOS PINHAIS,PR,SUL,METROPOLITANA DE CURITIBA
14025080,RIBEIRAO PRETO,SP,SUDESTE,RIBEIRAO PRETO
69309393,BOA VISTA,RR,NORTE,NORTE DE RORAIMA
37415828,TRES CORACOES,MG,SUDESTE,SUL SUDOESTE DE MINAS
56700000,SAO JOSE DO EGITO,PE,NORDESTE,SERTAO PERNAMBUCANO
69104570,ITACOATIARA,AM,NORTE,CENTRO AMAZONENSE
45435000,ITUBERA,BA,NORDESTE,SUL BAIANO
06385160,CARAPICUIBA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
87600000,NOVA ESPERANCA,PR,SUL,NORTE CENTRAL PARANAENSE
37902538,PASSOS,MG,SUDESTE,SUL SUDOESTE DE MINAS
26180170,BELFORD ROXO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
22710200,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
02863090,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
84046481,PONTA GROSSA,PR,SUL,CENTRO ORIENTAL PARANAENSE
09370360,MAUA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
64790000,DOM INOCENCIO,PI,NORDESTE,SUDOESTE PIAUIENSE
39900000,ALMENARA,MG,SUDESTE,JEQUITINHONHA
24855256,ITABORAI,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
68721000,SALINOPOLIS,PA,NORTE,NORDESTE PARAENSE
99980000,DAVID CANABARRO,RS,SUL,NOROESTE RIO GRANDENSE
57607650,PALMEIRA DOS INDIOS,AL,NORDESTE,AGRESTE ALAGOANO
51190280,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
41231010,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
77700000,GUARAI,TO,NORTE,OCIDENTAL DO TOCANTINS
05316900,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
31030090,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
86020120,LONDRINA,PR,SUL,NORTE CENTRAL PARANAENSE
79093681,CAMPO GRANDE,MS,CENTRO-OESTE,CENTRO NORTE DE MATO GROSSO DO SUL
51160310,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
68543000,FLORESTA DO ARAGUAIA,PA,NORTE,SUDESTE PARAENSE
41195445,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
97572510,SANT ANA DO LIVRAMENTO,RS,SUL,SUDOESTE RIO GRANDENSE
74340200,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
08420400,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
75025060,ANAPOLIS,GO,CENTRO-OESTE,CENTRO GOIANO
59390000,LAGOA NOVA,RN,NORDESTE,CENTRAL POTIGUAR
83255000,PONTAL DO PARANA,PR,SUL,METROPOLITANA DE CURITIBA
61655720,CAUCAIA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
74820240,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
59152822,PARNAMIRIM,RN,NORDESTE,LESTE POTIGUAR
80030060,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
95680000,CANELA,RS,SUL,METROPOLITANA DE PORTO ALEGRE
03638000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
91040300,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
12287420,CACAPAVA,SP,SUDESTE,VALE DO PARAIBA PAULISTA
81170350,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
14945084,IBITINGA,SP,SUDESTE,ARARAQUARA
90610001,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
69800000,HUMAITA,AM,NORTE,SUL AMAZONENSE
85811120,CASCAVEL,PR,SUL,OESTE PARANAENSE
32140460,CONTAGEM,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
15500010,VOTUPORANGA,SP,SUDESTE,SAO JOSE DO RIO PRETO
85507300,PATO BRANCO,PR,SUL,SUDOESTE PARANAENSE
31845340,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
19500000,MARTINOPOLIS,SP,SUDESTE,PRESIDENTE PRUDENTE
41213895,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
13520000,SAO PEDRO,SP,SUDESTE,PIRACICABA
14808703,ARARAQUARA,SP,SUDESTE,ARARAQUARA
37704059,POCOS DE CALDAS,MG,SUDESTE,SUL SUDOESTE DE MINAS
12236700,SAO JOSE DOS CAMPOS,SP,SUDESTE,VALE DO PARAIBA PAULISTA
96070143,PELOTAS,RS,SUL,SUDESTE RIO GRANDENSE
30170084,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
79333162,CORUMBA,MS,CENTRO-OESTE,PANTANAIS SUL MATO GROSSENSE
09842198,SAO BERNARDO DO CAMPO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
04691060,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
15135202,MIRASSOL,SP,SUDESTE,SAO JOSE DO RIO PRETO
87709090,PARANAVAI,PR,SUL,NOROESTE PARANAENSE
79823420,DOURADOS,MS,CENTRO-OESTE,SUDOESTE DE MATO GROSSO DO SUL
74953050,APARECIDA DE GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
88740000,ARMAZEM,SC,SUL,SUL CATARINENSE
38411145,UBERLANDIA,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
58028680,JOAO PESSOA,PB,NORDESTE,MATA PARAIBANA
81870012,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
47940000,WANDERLEY,BA,NORDESTE,EXTREMO OESTE BAIANO
08430570,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
30882320,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
60441160,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
19600000,RANCHARIA,SP,SUDESTE,PRESIDENTE PRUDENTE
48730000,CONCEICAO DO COITE,BA,NORDESTE,NORDESTE BAIANO
65076820,SAO LUIS,MA,NORDESTE,NORTE MARANHENSE
06540190,SANTANA DE PARNAIBA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
11960000,ELDORADO,SP,SUDESTE,LITORAL SUL PAULISTA
36906405,MANHUACU,MG,SUDESTE,ZONA DA MATA
27330630,BARRA MANSA,RJ,SUDESTE,SUL FLUMINENSE
88036570,FLORIANOPOLIS,SC,SUL,GRANDE FLORIANOPOLIS
14060060,RIBEIRAO PRETO,SP,SUDESTE,RIBEIRAO PRETO
38036090,UBERABA,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
