cnpj,dt_abertura,empresa_matriz,cd_cnae_principal,endereco_cep,situacao_cadastral
20242500000147,2014-05-13,True,4789004,07401075,ATIVA
09049052000127,2007-09-03,True,121101,13664570,ATIVA
29291199000136,2017-11-13,True,9430800,84400000,ATIVA
43931619000122,2021-10-19,True,7319002,80220100,ATIVA
02721035000145,1998-08-21,True,4744005,22753039,ATIVA
36084161000158,2020-01-21,True,8219999,02630090,ATIVA
17073861000100,2012-10-26,True,4763603,63145000,ATIVA
39505392000186,2020-10-21,True,8130300,78554168,ATIVA
87763629000252,1966-09-27,False,0,96501035,ATIVA
03678241000182,2000-03-01,True,4120400,74923090,ATIVA
46366826000170,2022-05-12,True,4722901,31630160,ATIVA
14149793000110,1974-03-18,True,4744099,45600050,ATIVA
20321432000101,2014-05-26,True,5611201,68904383,ATIVA
28115704000129,2017-07-05,True,4712100,17031606,ATIVA
15495812000122,2012-05-08,True,4611700,13053318,ATIVA
02540746000202,2011-06-17,False,3299003,38360000,ATIVA
09336844000182,2008-01-25,True,2599399,88817495,ATIVA
13006644000139,2010-12-14,True,1091102,67145375,ATIVA
35897031000171,2020-01-06,True,8219999,76420000,ATIVA
37691430000107,2020-07-11,True,5612100,54320050,ATIVA
46531150000122,2022-05-25,True,7319002,58337000,ATIVA
38284140000101,2020-08-31,True,151201,13690000,ATIVA
07900151000145,2005-10-13,True,4329103,71990180,ATIVA
41118383000184,2021-03-06,True,5612100,85027310,ATIVA
19680406000190,2014-02-07,True,4781400,37600000,ATIVA
23411364000160,2015-10-05,True,4930204,11347030,ATIVA
00717342000127,1995-07-12,True,1629301,95950000,ATIVA
48058585000127,2022-09-23,True,7020400,09811430,ATIVA
47995505000105,2022-09-19,True,4399103,39630000,ATIVA
44393020000145,2021-11-26,True,4929901,59115613,ATIVA
44274940000144,2021-11-17,True,5229099,26521480,ATIVA
40190156000105,2020-12-23,True,4744099,35184160,ATIVA
14698095000173,2011-11-16,True,5320201,09020110,ATIVA
06193523000188,2004-04-07,True,4685100,13454214,ATIVA
25130677000175,2016-07-04,True,8599603,55155810,ATIVA
48175135000114,2022-10-04,True,8599699,12246030,ATIVA
10491189000116,2008-11-21,True,9602501,93806310,ATIVA
32824040000144,2019-02-19,True,7729202,32600444,ATIVA
35076160000107,2019-10-03,True,4781400,58388000,ATIVA
17099804000192,2012-10-31,True,151201,17760000,ATIVA
45025721000194,2022-01-26,True,4399103,37466000,ATIVA
41736210000120,2021-04-28,True,8599699,32017200,ATIVA
45466484000105,2022-02-26,True,1629302,03380210,ATIVA
10507869000180,2008-10-28,True,4616800,03381000,ATIVA
17973094000188,2013-04-21,True,4755503,21361640,ATIVA
35267256000144,2019-10-22,True,4120400,36640000,ATIVA
19675194000153,2014-02-07,True,9511800,14075080,ATIVA
43082167000151,2021-08-11,True,8299799,88820000,ATIVA
23922977000242,2016-01-08,False,151201,17570000,ATIVA
36331505000186,2020-02-11,True,7420001,86360000,ATIVA
21690240000135,2015-01-16,True,5611201,30575460,ATIVA
08985679000127,2007-07-25,True,4741500,64057400,ATIVA
22640543000106,2015-06-13,True,4399199,88815640,ATIVA
36815814000121,2020-03-30,True,8712300,31573300,ATIVA
42701264000112,2021-07-13,True,4930201,74959002,ATIVA
37724707000150,2020-07-14,True,4772500,44090364,ATIVA
40545377000140,2021-01-25,True,1412601,60416200,ATIVA
29032842000107,2017-11-09,True,4530703,85818170,ATIVA
22352492000117,2015-03-12,True,9491000,29024185,ATIVA
32136440000167,2018-11-29,True,4729699,24800221,ATIVA
45790410000111,2022-03-25,True,9609299,87212899,ATIVA
27178652000177,2017-02-23,True,5611204,99200000,ATIVA
42744643000190,2021-07-16,True,4744099,62360000,ATIVA
07894532000169,2006-03-07,True,4782201,35200000,ATIVA
47809032000104,2022-09-01,True,6110803,36650970,ATIVA
45968139000161,2022-04-08,True,1749400,13847239,ATIVA
45931475000130,2022-04-06,True,5611201,50770490,ATIVA
43481157000199,2021-09-11,True,5611203,26021190,ATIVA
43855945000106,2021-10-13,True,4322302,95913192,ATIVA
08106156000163,2006-05-11,True,9491000,71590000,ATIVA
46380702000149,2022-05-13,True,4530703,30720460,ATIVA
46016692000167,2022-04-13,True,9602502,42802906,ATIVA
54395355000156,1985-04-18,True,4299599,13033501,ATIVA
39298667000158,2020-10-03,True,9602501,23045830,ATIVA
01481360000115,1996-10-16,True,9430800,65068585,ATIVA
93737930000103,1990-11-23,True,4781400,97670000,ATIVA
20965848000162,2014-08-19,True,9499500,02875050,ATIVA
33429384000111,2019-04-23,True,5811500,02756030,ATIVA
03798138000176,2000-04-25,True,4772500,05777001,ATIVA
30336230000197,2018-05-01,True,4924800,94190090,ATIVA
08856008000166,2007-05-11,True,4530703,13060192,ATIVA
28754353000104,2017-09-28,True,9521500,89208752,ATIVA
11499051000126,2010-01-28,True,151201,18120000,ATIVA
83715821000131,1979-07-19,True,9430800,88210000,ATIVA
40053198000196,2020-12-08,True,8630503,14096175,ATIVA
36510151000137,2020-02-29,True,4754701,47710000,ATIVA
30269318000133,2018-04-23,True,4781400,86604104,ATIVA
28402076000162,2017-08-11,True,2731700,14807323,ATIVA
12325782000118,2010-08-03,True,1412602,76240000,ATIVA
17915823000140,2013-04-12,True,1412601,88400000,ATIVA
44439681000164,2021-12-01,True,4723700,35195000,ATIVA
34185306000777,1996-10-30,False,8531700,22631360,ATIVA
43394381000143,2021-09-02,True,9602501,40830670,ATIVA
20157021000122,2014-04-29,True,4729699,11700007,ATIVA
41214509000114,2021-03-15,True,8219999,08570800,ATIVA
21865921000197,2015-02-12,True,5611204,47800100,ATIVA
37111615000103,2011-01-18,True,8112500,88359506,ATIVA
25112868000104,2016-06-30,True,4772500,72860001,ATIVA
33236926000130,2019-04-03,True,8230001,64807090,ATIVA
29008168000125,2017-11-06,True,1412603,89037240,ATIVA
29243530000142,2017-12-11,True,7319002,57070504,ATIVA
15002222000110,2012-02-06,True,4321500,32655664,ATIVA
37472499000140,2020-06-19,True,4741500,39470000,ATIVA
04605849000140,2001-08-13,True,4721102,38778000,ATIVA
42945502000135,2021-08-02,True,5620104,29101460,ATIVA
41260136000118,2021-03-18,True,7319002,95800000,ATIVA
41404547000130,2021-03-30,True,7420001,40140250,ATIVA
24348003000189,2016-03-09,True,6463800,80320030,ATIVA
32106482000155,2018-11-26,True,4712100,97670000,ATIVA
34408151000103,2019-08-02,True,5812301,04456130,ATIVA
20636872000158,2014-07-15,True,9602501,37036810,ATIVA
34233706000115,2019-07-17,True,8219999,37490000,ATIVA
37808735000156,2020-07-21,True,5620104,21853053,ATIVA
34575672000147,2019-08-19,True,4789004,16750000,ATIVA
32944119000109,2019-03-06,True,5812301,03104002,ATIVA
41624629000190,2021-04-19,True,4321500,22031060,ATIVA
35960863000195,1990-12-06,True,4781400,29190010,ATIVA
12280218000126,2010-07-26,True,4781400,96745000,ATIVA
16867838000117,2012-09-18,True,4789001,11030301,ATIVA
45839950000142,2022-03-30,True,1094500,86086290,ATIVA
21078299000177,2014-09-21,True,4781400,23042183,ATIVA
14309089000187,2011-06-27,True,4930202,07222070,ATIVA
43573966000120,2021-09-20,True,7210000,74280010,ATIVA
45433905000193,2022-02-24,True,8130300,69800000,ATIVA
39637128000104,2020-11-01,True,5320202,05881000,ATIVA
16900979000194,1973-02-05,True,4711302,39442058,ATIVA
31983154000174,2018-11-09,True,4635499,29168066,ATIVA
05308714000185,2002-09-23,True,4721104,46400000,ATIVA
20589565000163,2014-07-07,True,4723700,39404287,ATIVA
42343677000172,2021-06-16,True,8219999,05352050,ATIVA
21252955000106,2014-10-19,True,5612100,85507315,ATIVA
18757548000146,2013-08-27,True,4520002,12420560,ATIVA
42729256000184,2021-07-15,True,4321500,72748000,ATIVA
26672603000123,2016-12-05,True,6810202,89201205,ATIVA
41777891000174,2021-04-30,True,4789003,89820000,ATIVA
45584381000131,2022-03-09,True,5812301,37132310,ATIVA
08199447000143,2006-07-21,True,4771701,78005430,ATIVA
11141499010306,2012-08-29,False,4110700,58320000,ATIVA
39253698000192,2020-09-30,True,5912099,36050040,ATIVA
10678417000161,2009-02-06,True,9499500,04514040,ATIVA
10963984000160,2009-04-14,True,5232000,90480000,ATIVA
46245909000100,2022-05-03,True,9602501,74530020,ATIVA
36867757000124,2020-04-04,True,4729699,56870000,ATIVA
20766646000191,2014-04-14,True,9430800,39397000,ATIVA
30079954000100,2018-04-02,True,7112000,38410540,ATIVA
35047598000159,2019-10-01,True,4399103,13275410,ATIVA
34226418000133,2019-07-16,True,1412601,25615130,ATIVA
30964326000108,2018-07-18,True,8219999,37557315,ATIVA
29618010000177,2018-02-05,True,210108,35620000,ATIVA
68149913000108,1992-07-07,True,4520001,04121001,ATIVA
15493273000192,1981-12-03,True,4731800,79801001,ATIVA
18817699000142,2013-09-05,True,4761003,08573600,ATIVA
17137987000193,2012-11-08,True,4781400,81315690,ATIVA
08575438000100,2006-12-27,True,6810201,04548903,ATIVA
22142390000177,2015-03-27,True,4923001,74360270,ATIVA
34033513000110,2019-06-26,True,4751201,53409330,ATIVA
20713181000100,2014-07-25,True,113000,14660000,ATIVA
08337549000188,2006-07-31,True,134200,17250000,ATIVA
44646058000182,2021-12-21,True,7490199,32310230,ATIVA
27646810000176,2017-05-03,True,7319002,05518020,ATIVA
31150817000170,2018-08-08,True,3299099,05773070,ATIVA
08712664000195,2007-03-14,True,133499,18320000,ATIVA
26941596000118,2017-01-24,True,6920601,95680000,ATIVA
20223045000132,2014-05-09,True,9602501,22783116,ATIVA
38368966000159,2020-09-08,True,4721103,93280014,ATIVA
40819149000111,2021-02-11,True,4723700,05632030,ATIVA
24683173000110,2016-04-28,True,5620101,39403532,ATIVA
47295920000148,2022-07-26,True,8599604,49100000,ATIVA
40800571000125,2021-02-10,True,8599603,21710231,ATIVA
42585672000156,2021-07-05,True,4771704,35545970,ATIVA
45894280000167,2022-04-04,True,5320201,22071060,ATIVA
07837315000994,2017-08-28,False,4930201,85326000,ATIVA
21758658000137,2015-01-26,True,8599604,29047530,ATIVA
32980848000110,2019-03-11,True,9511800,74927060,ATIVA
23652416000190,2015-11-12,True,5320202,64100000,ATIVA
52586799000143,1983-05-24,True,5611203,05182150,ATIVA
15529642000150,2012-04-20,True,6399200,05411001,ATIVA
00493263000180,1995-03-15,True,4755501,05424050,ATIVA
34437457000180,2019-08-06,True,4772500,68502420,ATIVA
34848767000197,2019-09-12,True,7319002,48280000,ATIVA
24683028000139,2016-04-28,True,9609299,60720740,ATIVA
23955802000150,2016-01-12,True,4520001,16880000,ATIVA
30903022000122,2018-07-11,True,5091202,69255000,ATIVA
28420318000140,2017-08-15,True,9602501,13470110,ATIVA
29082982000190,2017-11-16,True,5611204,81470080,ATIVA
25145575000123,2016-07-06,True,4781400,30690130,ATIVA
16625494000130,2012-07-18,True,4930202,18307210,ATIVA
39900033000123,2020-11-24,True,5320202,49400000,ATIVA
40042018000170,2020-12-07,True,8129000,07241150,ATIVA
29422795000108,2018-01-12,True,4744099,65400000,ATIVA
09660565000170,2008-06-12,True,4712100,58500000,ATIVA
36120363000108,2020-01-24,True,5320202,20931002,ATIVA
12118905000140,2010-06-17,True,4930201,85035020,ATIVA
33207423000136,2019-04-01,True,4120400,55890000,ATIVA
41505270000131,2021-04-08,True,6201501,03043070,ATIVA
46188005000190,2022-04-28,True,6619302,57800000,ATIVA
41238696000176,2021-03-16,True,4724500,11790000,ATIVA
42994845000190,2021-08-04,True,4721103,21710400,ATIVA
18184385000150,2013-05-24,True,4615000,07618692,ATIVA
14396432000178,2011-10-03,True,4781400,44380000,ATIVA
11741592000119,1987-01-23,True,7490101,60130370,ATIVA
19504046000176,2014-01-10,True,4923001,72220185,ATIVA
37529193000182,2020-06-25,True,7420001,03977520,ATIVA
33535833000106,2019-05-06,True,7490199,06519332,ATIVA
44666763000141,2021-12-23,True,1749400,07051020,ATIVA
47100145000128,2022-07-11,True,5620102,60833261,ATIVA
37070276000156,2020-05-05,True,9609208,03243020,ATIVA
37075257000112,2020-05-06,True,5611201,79095345,ATIVA
29802440000144,2018-02-28,True,151201,18500000,ATIVA
44764790000157,2022-01-06,True,9001902,79824100,ATIVA
35624235000139,2019-11-26,True,9512600,04948030,ATIVA
17884217000104,2013-04-06,True,4330402,95755000,ATIVA
26071288000189,2016-08-31,True,8230001,80330340,ATIVA
36654356000196,2020-03-12,True,9700500,22711000,ATIVA
36198841000100,2020-01-30,True,2542000,29942210,ATIVA
47952698000109,2022-09-14,True,4330403,78361000,ATIVA
32585400000100,2019-01-28,True,8219999,83408090,ATIVA
36004110000179,2020-01-14,True,5611203,08223545,ATIVA
35612080000110,2019-11-25,True,4755502,36686000,ATIVA
27784539000135,2017-05-22,True,9511800,88066450,ATIVA
18068071000191,2013-05-07,True,7990200,60192070,ATIVA
44866413000129,2022-01-14,True,8219999,74475056,ATIVA
46726578000120,2022-06-09,True,5229099,14161198,ATIVA
46733868000100,2022-06-09,True,4930201,23020724,ATIVA
43150312000194,2021-08-17,True,8592999,53650040,ATIVA
39952806000115,2020-11-30,True,5320202,08141010,ATIVA
32041749000173,2018-11-19,True,8219999,05406000,ATIVA
38612582000130,2020-09-21,True,8599699,05583070,ATIVA
32768257000184,2019-02-14,True,8219999,14066080,ATIVA
34358797000115,2019-07-29,True,4781400,13480050,ATIVA
48005468000103,2022-09-19,True,5620104,15041533,ATIVA
48059960000153,2022-09-23,True,8219999,38067140,ATIVA
42284879000190,2021-06-10,True,4751201,87113090,ATIVA
48106433000152,2022-09-27,True,4723700,13322200,ATIVA
46319488000115,2022-05-09,True,9609208,13874133,ATIVA
47577367000136,2022-08-15,True,8020002,93120560,ATIVA
47547736000148,2022-08-12,True,9492800,49095783,ATIVA
47583147000115,2022-08-16,True,4781400,12850000,ATIVA
19465611000133,2013-12-26,True,9313100,78850000,ATIVA
41561460000176,2021-04-13,True,9511800,39401365,ATIVA
11275256000128,2009-10-07,True,4753900,46350000,ATIVA
48120710000181,2022-09-28,True,4789005,85950000,ATIVA
02040577000152,1997-07-31,True,4520001,15041572,ATIVA
45087793000166,2022-01-31,True,5620102,07659510,ATIVA
29744778896646,2014-07-29,False,9491000,18200026,ATIVA
40619574000167,2021-01-29,True,4759899,89770000,ATIVA
24664248000115,2016-04-22,True,9430800,29230000,ATIVA
19617234000100,2014-01-29,True,7020400,58010640,ATIVA
33410123000150,2019-04-21,True,9602502,05530050,ATIVA
14108066000104,2011-07-29,True,8511200,25610150,ATIVA
47688065000135,2022-08-23,True,4771701,76280000,ATIVA
43794629000163,2021-10-06,True,7319002,58220000,ATIVA
27344438000143,2017-03-20,True,9602502,79980000,ATIVA
13071640000134,2011-01-05,True,4781400,55024130,ATIVA
17921266000170,2013-04-12,True,7420004,06328060,ATIVA
44702891000101,2021-12-30,True,4520007,16700000,ATIVA
39748402000104,2020-11-11,True,5611204,88717000,ATIVA
43123163000174,2021-08-13,True,6202300,52021170,ATIVA
28736044000101,2017-09-27,True,8299707,58059284,ATIVA
20754502000115,2014-08-01,True,1340501,89162310,ATIVA
02191049000102,1997-10-17,True,5510803,14403720,ATIVA
05026223000141,2002-05-06,True,4772500,79041080,ATIVA
13482650000162,2011-02-21,True,4541206,93310251,ATIVA
08387210000196,2006-10-16,True,9602501,98780001,ATIVA
39276655000122,2020-10-01,True,4712100,78550464,ATIVA
21927902000148,2015-02-25,True,9602501,06288000,ATIVA
40556143000107,2021-01-25,True,4110700,04756170,ATIVA
08899107000125,2007-06-13,True,4923001,21060090,ATIVA
02987724000104,1999-01-29,True,4712100,37780000,ATIVA
40092609000152,2020-12-11,True,4930201,74946800,ATIVA
36981483000108,2020-04-22,True,4329101,44120000,ATIVA
44602986000145,2021-12-15,True,4723700,03811120,ATIVA
22236916000188,2015-04-09,True,2869100,89245000,ATIVA
38381524000142,2020-09-09,True,4520001,64758000,ATIVA
07643138000158,2005-10-18,True,4744001,16700000,ATIVA
31750833000101,2018-10-11,True,9602502,92718710,ATIVA
00570023000212,2004-06-16,False,8599601,06856130,ATIVA
07801342000150,2006-01-10,True,6810201,22450002,ATIVA
07426137000151,2005-06-09,True,8230001,49045000,ATIVA
46526684000160,2022-05-24,True,5611201,21361220,ATIVA
41741642000129,2021-04-28,True,6920601,06453038,ATIVA
39436961000189,2020-10-15,True,4930201,32230450,ATIVA
40914891000106,2021-02-19,True,5590699,45500000,ATIVA
40909471000131,2021-02-19,True,4781400,13590000,ATIVA
44847824000177,2022-01-13,True,5611201,41630410,ATIVA
43503318000106,2021-09-06,True,9493600,82200510,ATIVA
44917111000132,2022-01-18,True,5620102,57041620,ATIVA
45229298000144,2022-02-09,True,4321500,98600000,ATIVA
47395970000105,2022-08-03,True,2539001,12232110,ATIVA
30172109000177,2017-06-12,True,8112500,58042060,ATIVA
36679670000123,2020-03-15,True,8599699,21555250,ATIVA
08877738000224,2007-06-21,False,131800,15890000,ATIVA
08153449000100,2006-07-12,True,113000,16790000,ATIVA
36032136000120,2020-01-16,True,9602501,95900174,ATIVA
05059119000153,2002-05-22,True,4712100,58275000,ATIVA
45693476000193,2022-03-17,True,8219999,13295000,ATIVA
24431050000191,2016-03-21,True,9602501,31680090,ATIVA
19377759000116,2013-12-05,True,8650004,89245000,ATIVA
32123098000160,2018-11-28,True,4781400,40450665,ATIVA
48104146000103,2022-09-27,True,4781400,75710160,ATIVA
42031077000179,2021-05-20,True,4930202,36740000,ATIVA
17027974000161,2012-08-18,True,9529105,21862190,ATIVA
45676428000197,2022-03-16,True,3321000,29296000,ATIVA
19029808000120,2013-10-08,True,8211300,04809260,ATIVA
23987083000150,2016-01-16,True,5620104,29105690,ATIVA
00499002000177,1995-03-22,True,8112500,88330768,ATIVA
39842151000122,2020-11-19,True,4763602,88960000,ATIVA
20160865000122,2014-04-29,True,1351100,31170670,ATIVA
27914439000186,2017-06-07,True,5612100,97543100,ATIVA
35242356000116,2019-10-19,True,8219999,02543080,ATIVA
41935595000154,2021-05-13,True,4712100,62030189,ATIVA
24415058000164,2016-03-18,True,4729602,34590390,ATIVA
41836873000116,2021-05-05,True,3329501,06890000,ATIVA
40505639000143,2021-01-21,True,4781400,64034280,ATIVA
16943137000110,2012-09-27,True,4712100,92130340,ATIVA
08739001000164,2007-03-15,True,4743100,95555000,ATIVA
25329291000197,2016-08-01,True,4781400,85660000,ATIVA
46168298000144,2022-04-27,True,4399103,12926670,ATIVA
05257032000190,2002-07-26,True,9430800,13857000,ATIVA
59954099000103,1989-02-27,True,8599699,15230000,ATIVA
43734358000150,2021-10-01,True,9609206,25802200,ATIVA
40598309000140,2021-01-27,True,9001902,20560000,ATIVA
42900577000108,2021-07-28,True,4712100,39402537,ATIVA
40454726000119,2021-01-19,True,1091102,28960974,ATIVA
40451539000181,2021-01-18,True,9609208,41720340,ATIVA
11462662000108,2009-12-21,True,6810202,12460970,ATIVA
03599754000106,2000-01-14,True,4530703,88220000,ATIVA
34540271000151,2019-08-14,True,4330404,31985500,ATIVA
34743392000109,2019-09-03,True,9313100,37701024,ATIVA
04688878000112,2001-09-04,True,5822101,28300000,ATIVA
19840199000194,2014-03-09,True,4520007,25211298,ATIVA
34548369000155,2019-08-13,True,4723700,76160000,ATIVA
22664756000178,2015-06-17,True,6202300,05531060,ATIVA
37099838000194,2020-05-08,True,5620103,12236500,ATIVA
13747618000161,2011-05-26,True,7490199,91410000,ATIVA
29711566000103,2018-02-19,True,8211300,88010450,ATIVA
21967841000142,2015-03-03,True,8230001,83602340,ATIVA
14437246000130,2011-10-10,True,9602501,41760000,ATIVA
33934072000165,2019-06-14,True,5611201,83810000,ATIVA
35303975000173,2019-10-24,True,8122200,20931670,ATIVA
48233931000166,2022-10-09,True,5819100,28895490,ATIVA
19556414000120,1983-06-06,True,9412099,36200001,ATIVA
35488645000108,2019-11-12,True,4744099,49090000,ATIVA
22402077000120,1986-10-22,True,4781400,38270970,ATIVA
36978676000100,2020-04-22,True,6190699,86905990,ATIVA
28683966000190,2014-11-10,True,8112500,81220370,ATIVA
31644103000118,2018-09-30,True,4781400,58823000,ATIVA
41377421000113,2021-03-27,True,4399103,91750735,ATIVA
33861941000179,2019-06-07,True,8230001,13580000,ATIVA
70523642000312,2002-09-12,False,6622300,78015100,ATIVA
41515683000105,2021-04-09,True,4751201,85050230,ATIVA
02498604000135,1998-04-17,True,6470101,22250040,ATIVA
28671855000163,2017-09-19,True,8593700,11608200,ATIVA
92802784002303,1966-12-28,False,3600601,95170101,ATIVA
24147701000116,2016-02-11,True,4753900,65917160,ATIVA
14911835000108,2012-01-10,True,1412601,86730000,ATIVA
41652432000164,2021-04-21,True,4399103,81770263,ATIVA
34298800000152,2019-07-23,True,4399103,39860000,ATIVA
47775785000138,2022-08-30,True,8219999,03982110,ATIVA
44999952000136,2022-01-25,True,4781400,55715000,ATIVA
24531333000105,2016-04-05,True,2071100,95340000,ATIVA
20490324000243,2019-02-04,False,4781400,77020012,ATIVA
16810540001304,2019-05-16,False,4930202,85851100,ATIVA
31385868000180,2018-08-30,True,8230001,04711130,ATIVA
45880680000202,2022-05-24,False,5611205,13223025,ATIVA
39149880000106,2020-09-28,True,7020400,05634000,ATIVA
38821309000115,2020-09-24,True,4520005,78643000,ATIVA
00416627000128,1995-02-01,True,8112500,50020900,ATIVA
05222375000110,2002-08-13,True,9430800,38270000,ATIVA
37603827000108,2020-07-03,True,4722901,75534045,ATIVA
36817788000170,2020-03-30,True,4929901,08275300,ATIVA
22146873000140,2015-03-28,True,5612100,09060090,ATIVA
46716553000146,2022-06-08,True,7319002,02468060,ATIVA
41331361000106,2021-03-24,True,6821801,88215000,ATIVA
15031048000134,2012-02-10,True,1052000,29850000,ATIVA
46237002000108,2022-05-03,True,8219999,13188010,ATIVA
23442134000168,2015-09-10,True,6470101,80420210,ATIVA
21024697000100,2014-09-09,True,8630503,86025140,ATIVA
37684598000195,2020-07-10,True,9602502,26525060,ATIVA
68369271000152,1992-08-19,True,2512800,13845405,ATIVA
43876430000184,2021-10-14,True,5611201,77960000,ATIVA
31610438000115,2018-09-26,True,4612500,98300000,ATIVA
34045905000108,2019-06-26,True,4543900,93020270,ATIVA
13190667000146,2011-01-17,True,5812301,28909490,ATIVA
10312921000143,2008-07-24,True,4930202,20920310,ATIVA
31149708000132,2018-08-08,True,9602501,93945000,ATIVA
46460059000163,2022-05-19,True,4781400,87915000,ATIVA
26550577000160,2016-11-17,True,4721103,03046010,ATIVA
10360234000101,2008-07-03,True,7111100,01443020,ATIVA
33726893000106,2019-05-24,True,7420002,88015180,ATIVA
22735448000196,2015-06-26,True,4771701,77062052,ATIVA
43904294000199,2021-10-18,True,9602502,86184225,ATIVA
07971357000166,2006-04-28,True,116499,13347400,ATIVA
04457593000251,2010-10-22,False,4755502,65170970,ATIVA
40731049000139,2021-02-05,True,5620104,28891228,ATIVA
13942527000187,2011-06-01,True,6822600,80020020,ATIVA
21277990000180,2014-10-22,True,7020400,01404010,ATIVA
21836629000146,2015-02-08,True,4922101,57840000,ATIVA
21483855000190,2014-11-27,True,5811500,20240193,ATIVA
27102952000172,2017-02-14,True,6202300,52061030,ATIVA
47275543000185,2022-07-25,True,4530703,14078000,ATIVA
47283209000173,2022-07-25,True,4781400,86730000,ATIVA
09445767000107,2007-05-17,True,8112500,30730140,ATIVA
18196392000686,2018-12-13,False,5611201,22621180,ATIVA
28285255000167,2017-07-28,True,4781400,55540000,ATIVA
19029134000163,2013-10-08,True,6311900,03567020,ATIVA
34444212000180,2019-08-06,True,9602502,09750300,ATIVA
03484654000126,1999-10-25,True,4763602,05318010,ATIVA
13625015000197,2011-05-03,True,4742300,02222070,ATIVA
34947759000106,2019-09-21,True,9602502,84261030,ATIVA
34847013000112,2019-09-12,True,8230001,96270000,ATIVA
34904721000148,2019-09-18,True,4772500,09910770,ATIVA
29678114000177,2018-02-14,True,4520001,18401010,ATIVA
23787264000132,2015-12-03,True,4541206,18277012,ATIVA
12024641000165,2010-05-24,True,7319002,14015080,ATIVA
07098252000144,2004-11-18,True,9529105,81070472,ATIVA
42487948000163,2021-06-27,True,4781400,91120000,ATIVA
12864481000162,2010-11-16,True,9512600,05379000,ATIVA
30473733000104,2018-05-16,True,1412601,89138000,ATIVA
36239654000110,2020-02-04,True,4712100,23032010,ATIVA
36970640000171,2020-04-20,True,7319002,07174320,ATIVA
36972482000199,2020-04-21,True,159802,59504000,ATIVA
32888095000118,2019-02-26,True,9602501,53300430,ATIVA
35744534000107,2019-12-09,True,7911200,23970000,ATIVA
28826538000179,2017-10-09,True,3321000,89804510,ATIVA
46060511000108,2022-04-18,True,5611201,25940285,ATIVA
46157994000155,2022-04-26,True,4530704,30710010,ATIVA
47182617000139,2022-07-18,True,151201,78401000,ATIVA
61244034001198,2022-02-17,False,8129000,74160010,ATIVA
13458946000148,2011-02-23,True,4645101,83331030,ATIVA
45776935000100,2022-03-24,True,4781400,29580000,ATIVA
41370341000136,2021-03-26,True,4781400,94824300,ATIVA
07040992000120,2004-09-29,True,4789001,04532900,ATIVA
28036708000111,2017-06-26,True,6311900,04711030,ATIVA
12844480000156,2010-11-11,True,9521500,41211480,ATIVA
47789289000133,2022-08-31,True,4330405,09980550,ATIVA
08497771000148,2006-12-06,True,121101,18120000,ATIVA
26318862000150,2016-10-07,True,1813001,81490560,ATIVA
42553377000118,2021-07-01,True,8230001,05366220,ATIVA
42823892000170,2021-07-22,True,4781400,33125240,ATIVA
42815609000169,2021-07-21,True,9001902,36930000,ATIVA
44666309000190,2021-12-22,True,9602501,40450320,ATIVA
44681256000187,2021-12-27,True,6463800,38407180,ATIVA
37057792000140,2020-05-04,True,5912099,22780070,ATIVA
47099661000180,2022-07-11,True,9529199,88080250,ATIVA
33735076000114,2019-05-27,True,4744002,29150250,ATIVA
22469673000128,2015-05-18,True,8122200,60873105,ATIVA
44772520000198,2022-01-06,True,8230002,04853015,ATIVA
34845819000171,2019-09-12,True,4744001,42804631,ATIVA
34482533000179,2019-08-09,True,6810201,13092331,ATIVA
36566691000132,2020-03-05,True,3299099,37556618,ATIVA
36544025000101,2020-03-04,True,2399101,06655755,ATIVA
23021222000196,2015-08-08,True,9602502,73036140,ATIVA
01543664000160,1996-11-19,True,8513900,58328000,ATIVA
47971768000176,2022-09-15,True,5813100,06540205,ATIVA
33136596000100,2019-03-25,True,4322302,90240200,ATIVA
42026683000104,2021-05-20,True,5611203,20911300,ATIVA
44554776000129,2021-12-10,True,4543900,35545000,ATIVA
45611366000135,2022-03-11,True,4321500,15730000,ATIVA
42034936000183,2021-05-21,True,4772500,23066550,ATIVA
42075466000104,2021-05-25,True,1091102,89226320,ATIVA
34474267000132,2019-08-08,True,8630504,98801590,ATIVA
44557958000153,2021-12-10,True,4755502,42721810,ATIVA
33628194000123,2019-05-15,True,4781400,95588000,ATIVA
02300137001240,2014-07-14,False,8730199,81925000,ATIVA
04445064000157,2001-03-26,True,8130300,88210000,ATIVA
15546206000199,2012-05-17,True,9602501,47802255,ATIVA
46770819000139,2022-06-13,True,5812302,06716120,ATIVA
44874475000182,2022-01-14,True,5912099,40760090,ATIVA
43065324000110,2021-08-10,True,8610102,87083130,ATIVA
27761269000147,2017-05-05,True,9491000,14200000,ATIVA
40348982000121,2021-01-12,True,9602501,88521360,ATIVA
07537513000185,2005-07-18,True,8513900,58778000,ATIVA
46882717000105,2022-06-23,True,7319002,08473001,ATIVA
44897223000179,2022-01-17,True,8299799,65685000,ATIVA
22951004000198,2015-07-29,True,4520007,88817615,ATIVA
46451164000136,2022-05-18,True,4330404,35700063,ATIVA
44398813000157,2021-11-27,True,3314720,15056710,ATIVA
44415369000130,2021-11-29,True,4520007,55550000,ATIVA
46880189000155,2022-06-22,True,4520005,13905505,ATIVA
08046405000172,2006-05-29,True,9430800,78603194,ATIVA
